TransactionID,InvoiceID,ReceiptID,Date,Start,Time,End,Time,NumberOfCustomer,SubTotal,DiscountDollar,DiscountRiel,DiscountTypeID,VAT,Net,GrandTotal,PaymentDollar,PaymentRiel,ChangeDollar,ChangeRiel,PaymentMethodID,Cashier,StatusID,Comment,Currency,ExchangeRate
1,1,1,2019-06-01 00:00:00.000,2019-06-01 08:05:41.000,2019-06-01 08:05:41.000,1,25545.44,0.000000000000000000000,0.00,,2554.54,25545.44,28100.00,0.0000,28100.0000,0.97500000000000000000000,3900.0000,"1 ","CS08  ",5,,KHR,1.0000000
2,2,2,2019-06-01 00:00:00.000,2019-06-01 09:00:22.000,2019-06-01 09:00:23.000,1,49090.90,0.000000000000000000000,0.00,,4909.10,49090.90,54000.00,14.0000,54000.0000,0.50000000000000000000000,2000.0000,"8 ","CS08  ",5,,USD Dollar,4000.0000000
